ts_code,symbol,name,area,industry,market,exchange,list_date,is_hs,end_date,eps,dt_eps,total_revenue_ps,revenue_ps,profit_dedt,bps,capital_rese_ps,surplus_rese_ps,undist_profit_ps,roe,roe_waa,roe_dt,roe_yearly,netprofit_margin,gross_margin,assets_turn,ca_turn,debt_to_assets,current_ratio,quick_ratio,cash_ratio,op_income,fcff,fcfe,eps_5y_cagr,revenue_5y_cagr,data_years,trade_date,close,pe,pe_ttm,pb,ps,ps_ttm,dv_ratio,dv_ttm,total_mv,circ_mv,value_score,quality_score,total_score,rating,rank
601033.SH,601033,永兴股份,广东,环境保护,主板,SSE,20240118,H,20241231,0.92,0.92,4.1828,4.1828,776243903.92,11.6528,8.9697,0.3088,1.3689,8.9733,8.18,8.4886,8.9733,22.1505,,0.1565,1.0018,56.0975,1.0444,1.0279,0.7999,768986600.95,-879862404.3802,-1907893947.2402,-0.03109571669639022,-0.0581561957206006,3,20260227.0,15.55,17.0551,15.2474,1.3071,3.7176,3.3163,3.8585,3.8585,1399500.0,373200.0,55.0,15.0,35.0,C,231
600009.SH,600009,上海机场,上海,机场,主板,SSE,19980218,H,20241231,0.78,0.78,4.9704,4.9704,1409358891.13,16.7386,6.5843,0.6044,8.6124,4.7057,4.69,3.4293,4.7057,17.989,,0.1773,0.6583,37.8552,2.104,2.0994,2.0953,1203549342.21,2720121921.2115,2220121921.2115,(0.4327007988227578+0j),0.058128526524676,3,20260227.0,30.51,39.2557,32.0827,1.8284,6.1379,5.8889,1.6716,1.6716,7591843.085,6243198.8003,25.0,45.0,35.0,C,232
300487.SZ,300487,蓝晓科技,陕西,化工原料,创业板,SZSE,20150702,S,20241231,1.56,1.55,5.0341,5.0341,745023656.96,7.3691,1.5916,0.4419,4.4653,21.4164,21.33,20.2679,21.4164,31.1056,,0.4336,0.585,35.4686,2.8439,2.1139,1.9709,855135454.46,352691626.1479,356441626.1479,(0.044465935734187+0j),0.0106871800664392,3,20260227.0,74.71,48.3174,45.1459,9.6487,14.8931,14.654,1.0399,1.0399,3803738.6796,2301198.7948,10.0,60.0,35.0,C,233
301606.SZ,301606,绿联科技,深圳,元器件,创业板,SZSE,20240726,S,20241231,1.1832,1.1832,14.8699,14.8699,441585161.45,6.9821,2.5838,0.3481,3.0502,19.9105,20.2,19.0192,19.9105,7.4637,,1.9438,2.2016,24.9068,3.8907,2.4584,2.2677,491860413.6,492974629.4469,492974629.4469,(0.06662660181166857+0j),0.0752427540597471,3,20260227.0,68.11,61.1308,46.5303,8.9968,4.5804,3.4346,0.8809,0.8809,2825950.6887,1491720.0806,10.0,60.0,35.0,C,234
002328.SZ,2328,新朋股份,上海,汽车配件,主板,SZSE,20091230,N,20241231,0.2,0.2,6.5013,6.5013,124999204.27,4.2621,1.2072,0.2075,1.8471,4.7136,4.71,3.8278,4.7136,4.9463,,0.843,1.4591,35.0058,2.1266,1.6714,1.4929,267457537.35,260802492.7089,258152492.7089,(-0.10557280900008414+0j),-0.071319609026493,3,20260227.0,7.23,36.2508,37.3874,1.6787,1.1121,1.3229,1.964,1.964,557989.71,412682.5408,40.0,30.0,35.0,C,235
600085.SH,600085,同仁堂,北京,中成药,主板,SSE,19970625,H,20241231,1.113,,13.5601,13.5601,1481763600.0,9.622,1.422,0.9792,6.1147,11.6268,11.49,11.2878,11.6268,12.2617,,0.6069,0.7904,33.0043,3.1188,1.7065,1.6394,2604706944.58,364093080.1363,1255195886.9063,(-0.043682081858364974+0j),0.0204050307033407,3,20260227.0,30.77,27.6491,31.1723,3.0885,2.2692,2.3334,1.625,1.625,4220013.9962,4220013.9962,25.0,45.0,35.0,C,236
600739.SH,600739,辽宁成大,辽宁,生物制药,主板,SSE,19960819,H,20241231,0.1377,0.1377,7.38,7.38,218927918.51,19.1535,5.4634,0.5389,11.7224,0.7214,0.72,0.7537,0.7214,5.8834,,0.2383,1.0048,32.3076,1.0076,0.8521,0.7999,-884465358.17,867980265.6748,1133030285.3448,(-0.05131670194948623+0j),0.023216432604084,3,20260227.0,12.17,88.8378,21.5772,0.6328,1.649,1.674,0.1635,0.1635,1861656.8461,1861656.8461,50.0,20.0,35.0,C,237
002440.SZ,2440,闰土股份,浙江,染料涂料,主板,SZSE,20100706,S,20241231,0.19,0.19,5.0669,5.0669,213013928.56,8.3321,0.921,0.5742,5.9391,2.2744,2.26,2.2693,2.2744,3.9873,,0.4902,0.8907,16.0869,3.4493,2.5593,1.4535,274073130.46,925117421.9257,521467421.9257,(1.179449471770337+0j),0.021337392630149,3,20260227.0,14.85,78.1845,58.0371,1.7574,2.9308,2.8844,0.9831,0.9831,1669139.8589,1405342.6235,25.0,45.0,35.0,C,238
605189.SH,605189,富春染织,安徽,纺织,主板,SSE,20210528,N,20241231,0.82,0.84,20.3483,20.3483,111917804.91,11.9999,5.3505,0.5,5.2501,6.8527,6.84,6.082,6.8527,4.1378,,0.6561,1.2206,63.9855,1.177,0.6012,0.4092,84197445.1,-919143232.2765,321426089.0235,(0.10629137075859241+0j),0.1017235916538576,3,20260227.0,15.68,24.1329,66.5534,1.7211,0.9986,0.9324,0.8736,0.8736,304313.6815,304313.6815,35.0,35.0,35.0,C,239
600814.SH,600814,杭州解百,浙江,百货,主板,SSE,19940114,H,20241231,0.34,0.34,2.3842,2.3842,234923242.87,4.9535,0.1293,0.3747,3.3113,6.9529,6.96,6.6012,6.9529,24.7658,,0.2002,0.3284,45.5414,2.0586,2.0308,2.0294,555235076.21,498034390.7257,498034390.7257,(-0.02817468419244984+0j),-0.0700810825708312,3,20260227.0,8.44,25.073,31.592,1.6767,3.5398,3.6391,2.1091,2.1091,620406.3367,620406.3367,35.0,35.0,35.0,C,240
000950.SZ,950,重药控股,重庆,医药商业,主板,SZSE,19990916,S,20241231,0.16,0.16,46.6163,46.6163,202048462.81,6.5544,1.4358,0.1057,4.0752,2.5074,2.5,1.7902,2.5074,49.87,,1.2379,1.4386,75.2914,1.3031,1.0767,1.0045,108136258.67,-2526213120.2381,-1645392354.4981,-0.3511143154769498,0.0027571819700193,3,20260227.0,5.92,36.1522,27.2984,0.8893,0.127,0.1231,0.5068,1.009,1023085.34,1023085.34,60.0,8.0,34.0,D,241
603179.SH,603179,新泉股份,江苏,汽车配件,主板,SSE,20170317,H,20241231,2.0,2.0,27.2187,27.2187,969052440.92,11.1172,4.3263,0.4585,5.6213,18.4916,17.99,18.348,18.4916,7.3414,,0.9035,1.3716,64.472,1.2611,0.9271,0.659,1046669706.01,179036672.0632,686002116.5032,(0.06622456426143497+0j),0.0785441063237046,4,20260227.0,84.56,44.1696,47.2144,6.0259,3.2523,2.8621,0.3389,0.3389,4313759.8472,4313759.8472,15.0,53.0,34.0,D,242
600186.SH,600186,莲花控股,河南,食品,主板,SSE,19980825,H,20241231,0.12,0.12,1.4747,1.4747,203279286.76,0.9457,0.6159,0.0462,-0.6555,12.5221,12.35,12.5652,12.5221,7.5402,,0.8713,1.3142,58.3507,1.4806,1.3772,1.2315,287203652.32,-134415312.8578,450246997.1422,(0.3093073414159542+0j),0.1222080832299372,3,20260227.0,6.47,57.2565,39.963,6.0849,4.3829,3.622,,,1159918.7227,1151846.5243,10.0,58.0,34.0,D,243
601877.SH,601877,正泰电器,浙江,电气设备,主板,SSE,20100121,H,20241231,1.81,1.81,30.0234,30.0234,3678483733.37,19.5934,5.9396,0.5421,12.2948,9.5429,9.53,9.0606,9.5429,8.0739,,0.4984,0.8395,63.2777,1.4336,0.6484,0.5833,5488866009.16,-1395165740.898,-2499966460.858,(0.022860095304569894+0j),0.0615827668885045,3,20260227.0,33.04,18.3264,15.5849,1.6244,1.1005,1.1007,1.8118,1.8118,7100193.4967,7100193.4967,50.0,18.0,34.0,D,244
600859.SH,600859,王府井,北京,百货,主板,SSE,19940506,H,20241231,0.237,0.237,10.0187,10.0187,295817633.77,17.3183,8.9152,2.008,5.4677,1.3639,1.365,1.5022,1.3639,2.2571,,0.2747,0.8422,51.3656,1.5501,1.3295,1.2671,603794318.78,1118768405.214,1063818405.214,(-0.3842078272663739+0j),-0.0355008106138294,3,20260227.0,13.86,58.0008,,0.7943,1.3699,1.4722,0.5772,0.5772,1557768.9537,1557625.6967,40.0,27.0,33.5,D,245
603527.SH,603527,众源新材,安徽,铜,主板,SSE,20170907,N,20241231,0.4,0.4,29.408,29.408,86406914.59,6.3426,2.9738,0.2351,2.0059,6.4602,6.42,4.3853,6.4602,1.3324,,2.6035,4.0595,49.975,1.552,0.9281,0.6747,34473024.58,-723613678.2307,-98944034.8407,-0.03551435565917571,0.1087717994826638,3,20260227.0,11.57,28.8105,27.0214,1.7774,0.3934,0.3525,1.3829,1.3829,366735.6784,366735.6784,50.0,17.0,33.5,D,246
002187.SZ,2187,广百股份,广东,百货,主板,SZSE,20071122,S,20241231,0.07,0.07,7.8525,7.8525,18811535.72,5.7817,2.48,0.5773,1.5899,1.1765,1.18,0.4649,1.1765,,,0.5837,1.5191,55.1532,1.0956,1.0179,0.9802,30119246.76,318139577.95,213880627.13,0.18321595661992318,0.0171321050700274,3,20260227.0,7.18,105.7053,,1.2476,0.9103,1.1866,0.5596,0.5596,503242.3465,503242.3465,35.0,32.0,33.5,D,247
301310.SZ,301310,鑫宏业,江苏,汽车配件,创业板,SZSE,20230602,S,20241231,0.8552,0.8552,19.4794,19.4794,101128423.59,16.7682,12.4063,0.4623,2.8996,5.1369,5.04,4.4685,5.1369,4.3904,,0.6937,0.8782,46.3906,1.7182,1.5399,1.4293,96674429.03,466942999.1088,544609871.5888,(-0.32887151693936634+0j),-0.0277751801993982,3,20260227.0,39.46,46.3495,46.9879,2.3586,2.0349,1.5172,1.514,1.514,538843.8202,198263.4554,35.0,32.0,33.5,D,248
000797.SZ,797,中国武夷,福建,全国地产,主板,SZSE,19970715,S,20241231,0.0159,0.0159,4.322,4.322,9414553.72,3.3167,1.3275,0.2301,0.8153,0.488,0.49,0.1835,0.488,2.6918,,0.2888,0.3104,74.7682,1.6815,0.54,0.376,528934889.81,-691798416.6819,556534430.6881,(-0.19929466577394117+0j),-0.1540624696124228,3,20260227.0,3.17,198.9189,,0.9858,0.7335,1.1321,,,497929.0868,497871.4727,40.0,27.0,33.5,D,249
605001.SH,605001,威奥股份,山东,运输设备,主板,SSE,20200522,N,20241231,0.14,,3.8887,3.8887,47106328.62,6.8722,4.0522,0.1259,1.6776,2.0348,2.0,1.7309,2.0348,3.6011,,0.3179,0.5131,43.0773,1.7645,1.0859,1.0206,41523180.19,-33439919.2397,-179096783.6497,(-0.535904519107743+0j),0.1380672983584314,3,20260227.0,8.14,57.7528,29.9739,1.191,2.0932,1.6097,2.457,2.457,319809.204,319809.204,55.0,12.0,33.5,D,250
603109.SH,603109,神驰机电,重庆,电气设备,主板,SSE,20191231,H,20241231,0.9305,0.9305,13.1184,13.1184,186487322.8,9.1437,2.9141,0.3228,5.0644,10.4215,10.44,10.0335,10.4215,7.0696,,0.8018,1.1338,45.7408,1.6743,1.3128,1.1925,197555410.37,-25130174.0248,-36261844.0248,(-0.07605751003071504+0j),0.0147740587708093,3,20260227.0,26.87,28.9715,24.6093,2.822,2.0482,1.819,1.0998,1.0998,561175.5433,561175.5433,40.0,27.0,33.5,D,251
600835.SH,600835,上海机电,上海,运输设备,主板,SSE,19940224,H,20241231,0.92,0.92,20.2226,20.2226,732031615.16,13.4117,1.899,1.2913,9.2164,6.8963,6.91,5.3858,6.8963,6.5341,,0.5715,0.6983,53.5273,1.5451,1.2163,0.9979,890149026.4,1329912117.4339,1275801646.3239,(-0.03109571669639022+0j),-0.0374077415362602,3,20260227.0,27.45,29.9511,30.7219,2.0062,1.3574,1.4246,1.5301,1.5301,2807419.4005,2213854.3035,35.0,32.0,33.5,D,252
600081.SH,600081,东风科技,上海,汽车配件,主板,SSE,19970703,H,20241231,0.1608,0.1608,12.3136,12.3136,20608420.52,8.283,4.2788,0.3487,2.6361,2.0023,1.95,0.4521,2.0023,3.3739,,0.6606,0.9842,45.2709,1.5408,1.4571,1.2785,44024639.8,256053352.8656,78281362.7056,(-0.22249676644049343+0j),0.0222328647972136,3,20260227.0,11.88,71.9788,125.3979,1.433,0.9648,0.9913,0.4209,0.4209,656995.09,656995.09,40.0,27.0,33.5,D,253
300320.SZ,300320,海达股份,江苏,橡胶,创业板,SZSE,20120601,S,20241231,0.269,0.269,5.4993,5.4993,158665551.13,3.865,0.603,0.2953,1.9668,7.1693,7.16,7.0333,7.1693,5.1153,,0.8871,1.265,38.6942,1.9694,1.5093,1.2964,189049077.96,31014137.6225,82579332.0325,0.08146438563241865,0.0994771064811104,3,20260227.0,11.74,43.6426,33.3203,2.8614,2.1348,1.9487,0.3407,0.3407,705848.9402,570314.8185,30.0,37.0,33.5,D,254
605208.SH,605208,永茂泰,上海,铝,主板,SSE,20210308,N,20241231,0.11,0.11,12.4251,12.4251,23222964.35,6.3661,2.5048,0.096,2.7768,1.7858,1.79,1.1056,1.7858,,,1.112,1.9549,47.4525,1.68,1.2019,1.0698,-45538192.49,-359142342.0,137916382.34,0.10554159678513342,0.0766858810372501,3,20260227.0,13.84,121.7386,88.259,2.1013,1.1139,0.8139,0.2815,0.2815,456636.96,456636.96,30.0,37.0,33.5,D,255
603385.SH,603385,惠达卫浴,河北,家居用品,主板,SSE,20170405,N,20241231,0.36,0.36,9.094,9.094,67384066.41,9.9356,2.5759,0.3716,5.9835,3.7405,3.74,1.8141,3.7405,3.7307,,0.6084,1.2949,29.6947,1.9941,1.3398,0.9032,86755752.21,-53604304.877,-409829749.317,,-0.0185077442201802,3,20260227.0,7.34,20.1097,46.011,0.7443,0.8071,0.8741,1.4986,1.4986,279408.0865,279408.0865,55.0,12.0,33.5,D,256
000537.SZ,537,绿发电力,天津,新型电力,主板,SZSE,19931210,S,20241231,0.5,0.5,1.8582,1.8582,903177771.43,9.4808,2.9301,0.454,5.0898,5.4885,5.4,4.915,5.4885,30.8182,,0.0481,0.2557,72.2657,1.8661,1.8661,1.7592,1187317841.15,-19162720726.7029,-4907260921.3829,(0.010152544552210818+0j),-0.0316124673854789,3,20260227.0,9.0,18.4413,20.6994,0.9339,4.8433,4.023,2.7222,2.7222,1859942.1168,1859942.1168,50.0,17.0,33.5,D,257
600388.SH,600388,龙净环保,福建,环境保护,主板,SSE,20001229,H,20241231,0.77,0.77,7.889,7.889,761481652.6,8.0101,1.9355,0.4727,4.6539,9.2683,10.13,8.4991,9.2683,8.2119,,0.3847,0.6365,61.42,1.1964,0.8067,0.4705,766470752.36,-1175746063.5229,-97930214.6829,(0.2799601057612795+0j),-0.118356656089837,3,20260227.0,20.75,31.7357,27.3562,2.4786,2.6302,2.3481,1.3494,1.3494,2635346.058,2635346.058,35.0,30.0,32.5,D,258
688334.SH,688334,西高院,陕西,电气设备,科创板,SSE,20230619,H,20241231,0.7223,0.7223,2.5218,2.5218,190961385.14,8.7754,6.7182,0.1774,0.8817,7.8966,7.53,6.5943,7.8966,31.9253,,0.2286,0.5179,17.4527,3.2144,3.1087,2.5014,217304834.95,534354994.5398,530554994.5398,(0.11003302639431145+0j),0.1515237473855817,3,20260227.0,25.02,34.638,31.8461,2.7228,9.9214,9.1257,1.8825,1.4828,792081.8239,392575.5544,20.0,45.0,32.5,D,259
600229.SH,600229,城市传媒,山东,出版业,主板,SSE,20000309,H,20241231,0.13,0.13,3.6241,3.6241,59178796.73,4.7376,0.658,0.0477,3.1382,2.6298,2.64,1.834,2.6298,3.5449,,0.5593,0.9668,25.3267,2.3686,1.7321,1.6611,49861751.43,24108447.3301,24108447.3301,(-0.5420945301103746+0j),-0.0493933983459086,3,20260227.0,6.54,50.9225,,1.3652,1.7764,2.0353,1.0703,1.0703,432102.8907,432102.8907,35.0,30.0,32.5,D,260
600258.SH,600258,首旅酒店,北京,酒店餐饮,主板,SSE,20000601,H,20241231,0.7221,0.7221,6.9418,6.9418,733233784.31,10.4766,6.6678,0.2433,2.5503,7.0624,7.06,6.4223,7.0624,10.5801,,0.3093,2.5291,52.4998,0.7242,0.7147,0.6114,987542459.5,2056676609.2023,2664388373.1023,(0.007067720294135382+0j),-0.0026758444037137,3,20260227.0,17.46,24.1791,23.2697,1.6179,2.5152,2.5503,2.0619,2.0619,1949589.058,1949589.058,45.0,20.0,32.5,D,261
600161.SH,600161,天坛生物,北京,生物制药,主板,SSE,19980616,H,20241231,0.78,0.78,3.0504,3.0504,1518650457.88,5.6331,1.2456,0.1456,3.2419,14.7812,14.81,14.4901,14.7812,35.0184,,0.4014,0.7889,8.4207,6.8928,3.4393,3.4026,2453825697.57,-807247659.7213,-807247659.7213,(0.05197786066575727+0j),-0.0100028123187977,4,20260227.0,16.31,20.8183,24.5043,2.8135,5.3468,5.0207,1.5328,1.5328,3225092.8284,3225092.8284,25.0,40.0,32.5,D,262
603383.SH,603383,顶点软件,福建,软件服务,主板,SSE,20170522,H,20241231,0.95,0.95,3.2316,3.2316,178495296.69,7.1854,2.3046,0.5,3.4263,13.0693,13.09,12.0254,13.0693,29.0428,,0.3581,0.4114,18.5203,4.6221,4.2684,4.0219,156265565.04,453935156.6866,453935156.6866,(-0.17029776600189306+0j),-0.1376195214685422,3,20260227.0,36.12,38.2406,37.8414,5.2274,11.1767,11.8153,2.2149,2.2149,741829.1611,741819.4087,15.0,50.0,32.5,D,263
603116.SH,603116,红蜻蜓,浙江,服饰,主板,SSE,20150629,N,20241231,-0.12,-0.12,3.7166,3.7166,-79748582.12,4.885,1.3011,0.2277,2.4262,-2.4044,-2.39,-2.726,-2.4044,,,0.5148,0.8048,24.6661,2.7146,2.1403,2.0498,-53088581.51,-18615732.11,-153615732.11,(-0.9999999999999999+1.1547005383792515j),-0.0685961198314176,3,20260227.0,6.33,,,1.3969,1.7032,1.8447,3.8783,3.8783,364735.1064,364735.1064,50.0,15.0,32.5,D,264
603619.SH,603619,中曼石油,上海,石油开采,主板,SSE,20171117,H,20241231,1.76,1.75,8.9432,8.9432,691643386.66,8.6499,3.7214,0.3864,3.8055,21.9005,24.06,20.8692,21.9005,17.9111,,0.3922,1.0943,64.3217,0.965,0.8298,0.7157,923306345.62,181332677.0657,975506615.0357,(-0.07342750668614506+0j),-0.0209429993996524,3,20260227.0,36.35,23.1544,32.9072,3.9479,4.0646,4.131,1.3636,1.3636,1680600.3057,1680600.3057,20.0,45.0,32.5,D,265
301602.SZ,301602,超研股份,广东,医疗保健,创业板,SZSE,20250122,S,20241231,0.4,0.4,1.0322,1.0322,136263774.66,2.3914,0.0614,0.1095,1.2164,18.2608,18.26,17.0925,18.2608,38.7367,,0.4073,0.4702,13.4565,7.3444,6.4354,6.3178,143240049.36,118503262.1228,118503262.1228,(0.1180339887498949+0j),0.072778140109688,3,20260227.0,21.83,64.2299,65.7553,7.184,24.8805,25.3916,0.4672,0.4672,935043.5998,455154.1706,0.0,65.0,32.5,D,266
001328.SZ,1328,登康口腔,重庆,日用化工,主板,SZSE,20230410,S,20241231,0.94,0.94,9.061,9.061,135130148.16,8.4477,5.7905,0.5,1.1723,11.2723,11.27,9.4505,11.2723,10.3315,,0.8137,1.012,26.0022,3.3261,2.8408,2.8281,144402923.12,154144551.7299,154144551.7299,(0.0335288182638247+0j),0.0648743587601945,3,20260227.0,38.24,40.8484,36.7566,4.5058,4.2203,3.7938,1.9613,1.9613,658392.6112,176023.3088,20.0,45.0,32.5,D,267
603180.SH,603180,金牌家居,福建,家居用品,主板,SSE,20170512,N,20241231,1.3,1.21,22.5255,22.5255,140735732.48,17.96,6.9221,0.5004,9.6341,7.1438,7.16,5.0449,7.1438,5.5444,,0.563,1.1649,55.7601,1.141,0.9599,0.9173,105447493.52,-177391477.8378,-167408884.8278,(-0.17064441411980114+0j),-0.0237020292423576,3,20260227.0,20.89,16.1698,22.3099,1.1605,0.9274,0.9405,1.8565,1.8565,322243.1655,322243.1655,55.0,10.0,32.5,D,268
002774.SZ,2774,快意电梯,广东,运输设备,主板,SZSE,20170324,N,20241231,0.3933,0.3933,4.6957,4.6957,103219310.14,3.7617,1.2335,0.3846,1.0778,10.458,10.55,8.1511,10.458,8.3743,,0.7517,1.0241,37.9639,2.0425,1.6782,1.5321,102478351.33,-10410347.7932,-10410347.7932,(-0.04329224053223446+0j),-0.0249711436960481,3,20260227.0,11.45,29.1095,38.8649,3.2141,2.4384,2.7235,3.1441,3.1441,385507.6455,322628.8656,35.0,30.0,32.5,D,269
920066.BJ,920066,科拜尔,安徽,塑料,北交所,BSE,20241031,N,20241231,1.45,1.45,10.1072,10.1072,41496861.72,8.4134,5.0453,0.2736,2.0945,16.6026,20.11,14.1991,16.6026,10.6931,,1.2518,1.4243,17.6715,4.929,4.3238,4.2561,46759587.23,20362953.5516,10362953.5516,0.006968725425975597,-0.0814028613541945,3,20260227.0,26.98,34.9493,59.9451,4.2212,3.7372,3.7339,1.3237,0.2647,169578.2735,53618.2335,10.0,55.0,32.5,D,270
603040.SH,603040,新坐标,浙江,汽车配件,主板,SSE,20170209,H,20241231,1.58,1.58,4.9831,4.9831,189175133.55,9.9086,1.6633,0.5829,6.7759,16.2418,16.36,14.5202,16.2418,32.247,,0.4354,0.826,13.8762,4.0402,3.2339,2.3427,229205647.26,169225488.4665,130225488.4665,(0.07001286732070855+0j),0.0743448030510371,3,20260227.0,100.63,64.8924,52.9828,9.6657,20.1851,17.6758,1.2353,1.136,1373155.6814,1365993.3412,5.0,60.0,32.5,D,271
002698.SZ,2698,博实股份,黑龙江,化工机械,主板,SZSE,20120911,S,20241231,0.5161,0.513,2.7995,2.7995,493358983.81,3.6754,0.3258,0.3884,1.9474,14.4798,14.59,13.6273,14.4798,19.0107,,0.4209,0.4959,43.2001,2.3811,1.5314,1.4045,469215603.93,1265043655.0339,1286394282.7739,-0.005476860784702886,0.0563484889476773,3,20260227.0,16.25,31.6975,33.6625,4.1869,5.8046,5.8507,1.5385,1.5385,1661662.4521,1365875.5971,15.0,50.0,32.5,D,272
601808.SH,601808,中海油服,天津,石油开采,主板,SSE,20070928,H,20241231,0.6574,0.6574,10.1227,10.1227,3229000000.0,9.1787,2.5907,0.5257,5.181,7.3431,7.36,7.5585,7.3431,7.0373,,0.5813,1.6391,46.4427,0.9684,0.8908,0.869,4375669406.0,8091485548.8669,3542424070.8669,0.020300671378704616,0.0464493550595064,3,20260227.0,16.87,25.6605,20.6316,1.7509,1.6665,1.6264,1.3669,1.3669,8049675.704,4994309.516,45.0,20.0,32.5,D,273
600862.SH,600862,中航高科,江苏,航空,主板,SSE,19940520,H,20241231,0.83,0.83,3.6411,3.6411,1136642460.09,5.0846,1.0558,1.0786,1.7374,17.3088,17.21,17.0679,17.3088,23.0568,,0.5624,0.7768,20.1068,4.3289,3.5129,3.422,1318577611.54,410110643.3797,410110643.3797,(0.05906639150792681+0j),0.0301629925960675,3,20260227.0,27.09,32.739,36.0439,5.0604,7.4401,7.5286,0.9192,0.9192,3773770.0309,3773770.0309,5.0,60.0,32.5,D,274
600917.SH,600917,重庆燃气,重庆,供气供热,主板,SSE,20140930,H,20241231,0.25,0.25,6.467,6.467,339085581.3,3.6241,0.6616,0.2722,1.5846,6.9081,6.96,6.1207,6.9081,3.9723,,0.9487,3.736,43.8762,0.7344,0.7207,0.5318,352155129.12,826230743.6062,640568794.3162,(-0.0789921253399033+0j),0.0008000865044326,4,20260227.0,5.74,23.4132,34.7341,1.571,0.8818,0.8637,1.4286,1.4286,896036.8222,896036.8222,45.0,20.0,32.5,D,275
300772.SZ,300772,运达股份,浙江,电气设备,创业板,SZSE,20190426,S,20241231,0.67,0.67,31.6316,31.6316,352743328.65,8.0899,3.4702,0.2971,3.3368,8.5112,8.5,6.4589,8.5112,2.1091,,0.6071,0.9156,84.9867,0.9068,0.691,0.5703,256062873.19,312652858.9061,2830290629.1861,(0.05672449894315723+0j),0.0889857711926482,3,20260227.0,20.08,33.9909,35.1537,2.392,0.7118,0.5905,0.2988,0.2988,1579990.1916,1401226.3732,35.0,30.0,32.5,D,276
601177.SH,601177,杭齿前进,浙江,机械基件,主板,SSE,20101011,H,20241231,0.602,0.6011,5.6397,5.6397,207306991.66,6.5141,2.1852,0.3922,2.6995,9.6375,9.55,8.2964,9.6375,10.8087,,0.4717,1.2421,44.6862,1.1503,0.7686,0.7285,20237760.82,92762853.98,74996164.98,(0.06717260040804662+0j),0.0947523424063929,3,20260227.0,17.0,28.8001,26.7823,2.4847,3.0144,2.9028,0.3529,0.3529,693557.5,680102.0,30.0,35.0,32.5,D,277
002611.SZ,2611,东方精工,广东,轻工机械,主板,SZSE,20110830,S,20241231,0.43,0.43,3.9193,3.9193,526741293.29,4.083,2.3124,0.0425,0.7849,10.5506,10.55,11.1021,10.5506,11.3046,,0.6342,1.0081,30.6065,2.3641,1.834,1.7477,761422638.53,369493510.5163,160852583.6363,(0.09290642071700006+0j),0.0122120509488408,3,20260227.0,18.09,43.9905,32.3393,4.0359,4.6089,4.5298,0.7186,0.7186,2202070.9891,1812975.652,15.0,50.0,32.5,D,278
300945.SZ,300945,曼卡龙,浙江,服饰,创业板,SZSE,20210210,S,20241231,0.37,0.37,8.9986,8.9986,80818739.15,6.1626,2.9714,0.1636,2.0276,6.0728,6.08,5.1058,6.0728,4.1114,,1.3472,1.4846,10.5934,8.8274,5.8737,5.7312,97201833.83,100928942.3876,145827831.2676,(0.028174526596947524+0j),0.1070380254888467,3,20260227.0,19.27,52.537,41.6546,3.0618,2.1424,1.7735,1.0379,1.0379,505012.0291,459398.0468,30.0,35.0,32.5,D,279
601878.SH,601878,浙商证券,浙江,证券,主板,SSE,20170626,H,20241231,0.49,0.46,3.458,3.458,1911629982.52,7.6944,3.7422,0.298,1.86,6.2109,6.76,6.1458,6.2109,12.6893,,0.1056,,76.2961,2.69,2.02,,-8706996690.98,,,(0.032093693084279895+0j),-0.1280381343098866,3,20260227.0,10.67,25.2616,19.0712,1.3469,3.0856,4.5575,1.3939,1.5797,4880241.0138,4880241.0138,45.0,20.0,32.5,D,280
603313.SH,603313,梦百合,江苏,家居用品,主板,SSE,20161013,H,20241231,-0.27,-0.27,14.8082,14.8082,-279702121.97,6.3586,4.2266,0.4457,0.9636,-4.0312,-3.99,-7.4464,-4.0312,,,0.8583,1.849,61.6948,1.013,0.6365,0.6082,-318843186.84,803012270.18,669846221.13,(-0.9999999999999999+1.1078234188139946j),0.0292536214299068,3,20260227.0,9.48,,33.2945,1.4672,0.6402,0.5958,0.5274,,540916.367,540916.367,45.0,20.0,32.5,D,281
601010.SH,601010,文峰股份,江苏,百货,主板,SSE,20110603,H,20241231,0.09,0.09,1.0232,1.0232,148564909.27,2.398,0.4463,0.2995,0.7417,3.5833,3.57,3.3463,3.5833,8.395,,0.2916,1.2214,31.2449,0.7608,0.603,0.5496,199013457.48,254544975.6348,288544975.6348,0j,-0.0655953551718215,3,20260227.0,2.55,29.6213,44.1597,1.1008,2.4922,2.7913,3.9968,3.9968,471240.0,471240.0,50.0,15.0,32.5,D,282
688330.SH,688330,宏力达,上海,电气设备,科创板,SSE,20201015,N,20241231,1.6006,1.6006,6.9908,6.9908,171533452.68,26.9657,15.4879,0.5,10.1921,6.0231,6.02,4.6385,6.0231,22.7581,,0.2313,0.2899,10.1867,7.7688,7.4263,6.7148,191142542.47,161711961.4438,121162500.8438,(0.07277604026040851+0j),-0.0034296630816122,3,20260227.0,46.41,29.1709,29.7029,1.6777,6.6387,8.6001,0.7258,0.7258,649740.0,649740.0,25.0,40.0,32.5,D,283
