ts_code,symbol,name,area,industry,market,exchange,list_date,is_hs,end_date,eps,dt_eps,total_revenue_ps,revenue_ps,profit_dedt,bps,capital_rese_ps,surplus_rese_ps,undist_profit_ps,roe,roe_waa,roe_dt,roe_yearly,netprofit_margin,gross_margin,assets_turn,ca_turn,debt_to_assets,current_ratio,quick_ratio,cash_ratio,op_income,fcff,fcfe,eps_5y_cagr,revenue_5y_cagr,data_years,trade_date,close,pe,pe_ttm,pb,ps,ps_ttm,dv_ratio,dv_ttm,total_mv,circ_mv,value_score,quality_score,total_score,rating,rank
600662.SH,600662,外服控股,上海,文教休闲,主板,SSE,19930614,H,20241231,0.4792,0.4797,9.7687,9.7687,456784657.3,2.2182,0.3122,0.0874,0.8387,23.3492,23.42,9.8167,23.3492,5.416,,1.3841,1.7158,65.9984,1.2305,1.2269,1.1946,645137100.63,934185063.2997,131555063.2997,(0.2295455777023192+0j),0.0520975240520114,4,20260227.0,5.79,12.169,11.955,2.621,0.5927,0.5298,4.1451,4.1451,1322121.8201,1318076.7738,75.0,68.0,71.5,B+,1
600861.SH,600861,北京人力,北京,文教休闲,主板,SSE,19940520,H,20241231,1.398,1.398,76.0125,76.0125,533460595.48,11.5393,2.7982,1.1445,6.5968,12.6148,12.61,8.5032,12.6148,2.4121,,2.6252,2.8538,55.1833,1.6897,1.6888,1.6598,781815458.71,490187183.1274,460187183.1274,(0.1385274631833917+0j),0.0598085366444431,3,20260227.0,17.96,12.8473,8.7871,1.4232,0.2363,0.2329,3.892,3.892,1016738.4415,658368.427,80.0,57.0,68.5,B+,2
603995.SH,603995,甬金股份,浙江,特种钢,主板,SSE,20191224,H,20241231,2.19,2.09,114.4937,114.4937,678481793.59,15.2743,5.7043,0.584,8.1829,14.7386,14.81,12.4186,14.7386,2.3025,,3.1024,7.791,52.4164,1.1026,0.5937,0.4162,942331664.08,-284596758.1886,315685906.5014,(0.3343492064965785+0j),0.0464677982941608,3,20260227.0,20.31,9.2218,11.0633,1.2989,0.1774,0.1748,3.9173,3.9173,742569.9447,742569.9447,80.0,55.0,67.5,B+,3
600612.SH,600612,老凤祥,上海,服饰,主板,SSE,19920814,H,20241231,3.7273,3.7273,108.5661,108.5661,1803456053.77,23.8915,0.8937,0.6409,21.3776,16.1997,16.2,14.9838,16.1997,4.4792,,2.4134,2.549,35.1131,2.7981,1.2603,1.1274,3149671005.17,2703859239.8195,587954520.3795,(-0.06164340512404509+0j),-0.1083604175795327,3,20260227.0,44.24,11.8693,14.3611,1.7995,0.4075,0.4432,4.6338,4.6338,2314272.9879,1402893.0031,75.0,55.0,65.0,B+,4
600970.SH,600970,中材国际,江苏,建筑工程,主板,SSE,20050412,H,20241231,1.14,1.14,17.4591,17.4591,2721114400.0,7.9921,0.1718,0.4502,6.4008,14.8374,14.96,13.5343,14.8374,6.9875,,0.8152,1.1095,61.2819,1.3124,1.2389,0.6007,3463513394.23,716525430.4309,182995558.3409,(0.00888906370182374+0j),0.0036367682930018,3,20260227.0,11.08,9.738,9.6928,1.3111,0.6298,0.6129,4.0895,4.0895,2904976.0326,2495057.3776,85.0,43.0,64.0,B,5
002705.SZ,2705,新宝股份,广东,家用电器,主板,SZSE,20140121,S,20241231,1.2903,1.2903,20.7187,20.7187,1084342410.19,10.17,2.2278,0.5782,6.3443,13.2891,13.31,13.6868,13.2891,6.6315,,1.1186,2.056,46.305,1.2153,0.8977,0.8483,1358926374.51,482512300.0455,503019080.2855,(0.04234203995553831+0j),0.0782394460477222,3,20260227.0,14.47,11.1583,10.5948,1.404,0.6984,0.7157,4.114,4.114,1174784.2537,1169325.6198,85.0,43.0,64.0,B,6
600300.SH,600300,维维股份,江苏,软饮料,主板,SSE,20000630,H,20241231,0.25,0.25,2.261,2.261,334769873.05,2.1561,0.0663,0.177,0.9554,12.3646,12.43,10.0678,12.3646,11.2377,,0.7991,1.9938,24.3426,1.9195,1.1352,0.8437,528504441.51,437000091.9949,307140091.9949,(0.38675049056307276+0j),-0.048143469035395,3,20260227.0,3.7,14.5532,14.7228,1.6994,1.6364,1.7832,3.4595,3.4595,598342.6066,598342.6066,65.0,62.0,63.5,B,7
600690.SH,600690,海尔智家,山东,家用电器,主板,SSE,19931119,H,20241231,2.02,2.02,30.4789,30.4789,17804732809.63,11.869,2.1438,0.5645,8.4503,17.4433,17.7,16.5718,17.4433,6.8451,,1.0524,2.0118,59.1922,1.0142,0.7264,0.6612,19259004422.42,15470729412.2523,19550493604.8223,(0.06230486213315056+0j),0.0489771583734695,3,20260227.0,25.7,12.8597,11.4987,2.0586,0.8427,0.7601,4.7559,4.7559,24100508.2005,16070283.0163,75.0,50.0,62.5,B,8
600216.SH,600216,浙江医药,浙江,化学制药,主板,SSE,19991021,H,20241231,1.21,1.21,9.7492,9.7492,1160134311.05,11.0729,2.067,1.8374,6.1699,11.4455,11.43,11.4418,11.4455,10.8824,,0.7056,1.5386,21.221,2.5628,1.7328,1.589,1177637376.5,735832775.833,682832775.833,(0.3905639050249219+0j),0.0647303464713653,4,20260227.0,16.29,13.4984,12.5924,1.417,1.6709,1.7488,2.2486,2.2486,1566507.8948,1549813.4548,65.0,60.0,62.5,B,9
603365.SH,603365,水星家纺,上海,纺织,主板,SSE,20171120,N,20241231,1.4,1.4,15.9602,15.9602,333457110.7,11.3329,3.1588,0.5079,6.9857,12.382,12.42,11.261,12.382,8.7431,,1.1256,1.3824,21.7125,3.9468,2.6416,2.1992,395785191.26,161201450.412,214841301.802,(-0.013986702816730645+0j),-0.0020954988589761,3,20260227.0,19.92,14.2613,13.4357,1.7704,1.247,1.1656,4.458,5.4479,522892.6296,517526.1816,75.0,50.0,62.5,B,10
600694.SH,600694,大商股份,辽宁,百货,主板,SSE,19931122,H,20241231,1.87,1.87,22.199,22.199,536821358.21,27.7799,2.4657,2.0441,22.3045,6.8592,6.88,6.2814,6.8592,9.2537,,0.3879,0.685,49.3688,1.7435,0.9514,0.9159,867109131.04,1091124214.8534,1091124214.8534,(0.02786048427850507+0j),-0.0569119430954963,3,20260227.0,18.14,10.6561,12.4918,0.7105,0.8989,0.9621,5.0612,5.0612,624665.1,624665.1,90.0,32.0,61.0,B,11
600018.SH,600018,上港集团,上海,港口,主板,SSE,20061026,H,20241231,0.644,0.6436,1.6372,1.6372,13277027736.82,5.7259,0.5239,0.493,3.6842,11.6611,11.669,10.3532,11.6611,42.1434,,0.1834,0.7489,30.4858,2.113,1.7897,1.6456,8507234086.75,4755672627.4393,4771097842.7693,(0.06377221063212635+0j),0.0075360878171899,3,20260227.0,5.09,7.9238,8.8429,0.8533,3.1087,3.0044,2.8489,3.8312,11849499.8965,11832579.6402,70.0,50.0,60.0,B,12
601001.SH,601001,晋控煤业,山西,煤炭开采,主板,SSE,20060623,H,20241231,1.68,1.68,8.9816,8.9816,2809291605.37,11.0499,0.0945,0.6095,8.3961,15.8687,15.87,15.8757,15.8687,26.0333,,0.3996,0.8478,28.8894,2.3966,2.3357,2.2954,4922662887.78,4235260343.4914,1994260343.4914,(-0.07653268700370941+0j),-0.0101262186040924,3,20260227.0,16.95,10.1028,14.6705,1.509,1.8872,2.1617,4.4543,4.4543,2836921.5,2836921.5,65.0,55.0,60.0,B,13
605377.SH,605377,华旺科技,浙江,造纸,主板,SSE,20201228,H,20241231,1.01,1.01,8.1094,8.1094,434479049.27,8.5306,3.8825,0.4123,3.264,11.7598,11.57,10.8975,11.7598,12.4367,,0.6121,0.8037,34.963,2.2474,1.8382,1.8221,386986147.92,266270641.4071,459104369.2071,(-0.2337041678792834+0j),-0.1768344247982288,3,20260227.0,9.14,10.8518,19.0708,1.3249,1.3501,1.5221,6.6193,6.6193,508796.625,508796.625,75.0,45.0,60.0,B,14
603198.SH,603198,迎驾贡酒,安徽,白酒,主板,SSE,20150528,H,20241231,3.24,3.24,9.1797,9.1797,2565832712.6,12.305,1.5413,0.5,9.2637,28.4841,27.91,28.2262,28.4841,35.3282,,0.5857,0.7778,26.2717,3.0796,1.5048,1.2671,3358019162.46,1139418029.615,1245606211.615,(0.06436231278034876+0j),0.045374774397868,3,20260227.0,38.02,11.7469,14.5234,2.9945,4.1417,4.7928,3.9453,3.9453,3041600.0,3041600.0,50.0,65.0,57.5,B,15
601336.SH,601336,新华保险,北京,保险,主板,SSE,20111216,H,20241231,8.41,8.41,42.4918,42.4918,26301000000.0,30.8506,7.6838,8.0265,34.6768,26.0587,25.88,26.1302,26.0587,19.7903,,0.0856,,94.3113,,,,-23606000000.0,,,(0.7361845862588241+0j),0.3611382714297459,3,20260227.0,75.6,8.9915,6.1406,2.3963,1.7792,1.4482,3.5185,3.5185,23583772.296,15765921.4104,70.0,45.0,57.5,B,16
601918.SH,601918,新集能源,安徽,煤炭开采,主板,SSE,20071219,H,20241231,0.924,0.924,4.9129,4.9129,2388130123.99,6.0051,0.8394,0.4999,3.2918,16.4602,16.46,16.4271,16.4602,21.0837,,0.3144,3.5501,61.0112,0.4076,0.3765,0.3522,3579864922.23,-2180274075.6275,2651122623.4025,0.06542720780686628,-0.0045887101687048,3,20260227.0,7.74,8.3791,9.7128,1.2298,1.5754,1.6245,2.0672,2.7132,2005079.3532,2005079.3532,70.0,45.0,57.5,B,17
601633.SH,601633,长城汽车,河北,汽车整车,主板,SSE,20110928,H,20241231,1.49,1.49,23.6316,23.6316,9735248300.0,9.1925,0.4238,0.8116,7.1798,17.2111,17.2,13.2014,17.2111,6.2773,,0.9662,1.6046,63.6408,1.0917,0.8838,0.4741,9303192350.58,11828868194.5225,3143079275.8025,0.34798856476296103,0.0767229964258635,3,20260227.0,20.5,13.8224,17.6994,2.0378,0.8677,0.7875,2.1954,2.1954,17543638.092,12728948.847,55.0,60.0,57.5,B,18
000848.SZ,848,承德露露,河北,软饮料,主板,SZSE,19971113,S,20241231,0.64,0.64,3.1232,3.1232,657724062.44,3.2672,0.0308,0.4644,1.8422,20.413,20.55,20.1521,20.413,20.2649,,0.7494,0.9314,25.1013,3.7475,3.5478,3.5379,878080583.23,482411754.7366,638011754.7366,0.0242950394631678,0.0548020274724818,3,20260227.0,8.4,12.8602,13.5836,2.656,2.6064,2.7782,3.6749,3.6749,856800.0622,849361.0222,55.0,60.0,57.5,B,19
601163.SH,601163,三角轮胎,山东,汽车配件,主板,SSE,20160909,H,20241231,1.38,1.38,12.6947,12.6947,865982167.81,16.8024,6.5313,1.6496,7.5948,8.3811,8.38,6.5821,8.3811,10.8602,,0.534,0.7762,30.2696,2.4496,2.2314,0.8298,971789091.55,521059018.2539,620082811.0039,(-0.11198455611885416+0j),-0.0128442473548823,3,20260227.0,15.53,11.2672,13.7812,0.906,1.2233,1.2595,3.4127,3.4127,1242400.0,1242400.0,75.0,40.0,57.5,B,20
603967.SH,603967,中创物流,山东,仓储物流,主板,SSE,20190429,N,20241231,0.73,0.73,34.155,34.155,243187402.59,6.7982,2.3497,0.5,2.8745,10.9159,10.99,10.505,10.9159,2.6568,,2.8664,4.9988,42.5321,1.5963,1.5882,1.5196,383424397.95,396859110.5296,440706399.8996,(0.02857717964805806+0j),0.2650288500146924,3,20260227.0,13.22,18.136,17.7076,1.9592,0.3871,0.4932,4.5386,4.5386,458293.3906,458293.3906,70.0,42.0,56.0,B,21
603766.SH,603766,隆鑫通用,重庆,摩托车,主板,SSE,20120810,H,20241231,0.55,0.55,8.1918,8.1918,1095669781.91,4.4691,0.0235,0.2791,3.0852,12.8658,12.89,12.5721,12.8658,6.2797,,1.1211,1.5396,42.2437,1.8596,1.7054,1.3993,1214759387.8,989134531.7506,934798694.7606,0.4015297764534702,0.1346505327181728,3,20260227.0,15.75,28.8452,17.9746,3.396,1.9227,1.688,2.5397,3.8095,3234328.4138,3234328.4138,50.0,62.0,56.0,B,22
600713.SH,600713,南京医药,江苏,医药商业,主板,SSE,19960701,H,20241231,0.438,0.438,41.0105,41.0105,575411077.04,5.2157,1.8832,0.2462,2.0241,8.5982,8.599,8.6703,8.5982,1.3839,,1.8176,1.9954,74.6104,1.6268,1.2591,1.0505,984586875.65,839689608.5155,658984699.9655,(-0.007896344668890776+0j),0.0013389274546933,3,20260227.0,5.52,12.662,13.6143,1.037,0.1346,0.1341,3.079,3.079,722530.5827,711992.9159,75.0,37.0,56.0,B,23
601006.SH,601006,大秦铁路,山西,铁路,主板,SSE,20060801,H,20241231,0.51,0.5,3.968,3.968,9035894562.0,8.1925,2.4444,1.143,3.6948,6.1777,6.1,6.1753,6.1777,13.7675,,0.3599,0.9573,17.8965,4.9204,4.8092,4.6036,10542442357.0,7675859148.9619,7452731354.9619,(-0.1965265279717291+0j),-0.1218005875833769,3,20260227.0,5.1,11.367,15.4279,0.6235,1.3769,1.3437,4.3137,4.3137,10275060.6352,10275060.6352,75.0,35.0,55.0,B,24
603589.SH,603589,口子窖,安徽,白酒,主板,SSE,20150629,H,20241231,2.76,,10.0245,10.0245,1610182325.61,17.5239,1.6374,0.5993,14.4902,16.3373,16.39,15.8923,16.3373,27.5205,,0.4593,0.7499,23.0221,2.877,0.8872,0.8794,2211011544.6,1137862814.8283,1137862814.8283,(-0.0193509935417282+0j),0.0044183576108218,3,20260227.0,28.13,10.1645,15.4834,1.6065,2.7973,3.4857,4.625,4.625,1682510.0747,1682510.0747,55.0,55.0,55.0,B,25
600012.SH,600012,皖通高速,安徽,路桥,主板,SSE,20030107,H,20241231,1.0063,1.0063,4.2758,4.2758,1676722328.59,8.04,0.0002,0.2482,6.7531,12.8422,12.84,12.9018,12.8422,23.8428,,0.3073,1.4728,39.1285,3.6034,3.6004,3.3096,2162826833.16,258977763.6996,1914083096.3496,(0.0027440368893680844+0j),0.034146020901526,3,20260227.0,14.19,14.5268,12.5939,1.9493,3.4187,3.2614,4.2565,4.2565,2424491.8905,1653986.4,60.0,50.0,55.0,B,26
601577.SH,601577,长沙银行,湖南,银行,主板,SSE,20180926,H,20241231,1.87,1.87,6.4492,6.4492,7829853000.0,16.6657,2.7848,0.5028,8.5294,10.861,11.81,10.8655,10.861,30.4935,,0.0239,,92.9932,,,,5490757000.0,,,(0.024969169171838557+0j),0.0225824704130754,3,20260227.0,9.8,5.0356,4.8077,0.5644,1.5196,1.505,6.3265,6.3265,3941122.6789,3940269.9525,95.0,15.0,55.0,B,27
603323.SH,603323,苏农银行,江苏,银行,主板,SSE,20161129,H,20241231,1.07,1.07,2.2748,2.2748,1885603000.0,9.8319,1.418,3.2583,1.4154,11.5005,11.67,11.1493,11.5005,46.6098,,0.02,,91.5622,,,,806938000.0,,,(0.05028223992656122+0j),0.0068617914798581,3,20260227.0,5.05,5.241,4.9895,0.5372,2.442,2.4323,5.0225,5.0225,1019363.4257,1019363.4257,90.0,20.0,55.0,B,28
001206.SZ,1206,依依股份,天津,造纸,主板,SZSE,20210518,N,20241231,1.18,1.17,9.7223,9.7223,191434288.0,9.9149,6.0376,0.4628,2.4454,11.9365,11.76,10.6223,11.9365,11.9671,,0.8608,1.3582,16.4966,4.2003,3.6546,3.483,251860943.13,214355702.6384,214355702.6384,(0.4516001023501124+0j),0.1593705764563353,3,20260227.0,23.73,20.3959,19.8631,2.3972,2.4408,2.4538,2.5606,3.4833,438753.0064,252286.589,50.0,60.0,55.0,B,29
601225.SH,601225,陕西煤业,陕西,煤炭开采,主板,SSE,20140128,H,20241231,2.31,2.31,18.9938,18.9938,21162409500.0,9.3436,0.1261,0.1421,7.2704,24.8618,21.32,23.5305,24.8618,19.8524,,0.8718,3.593,43.7124,0.9024,0.8307,0.7015,40664335372.5,43663216086.4214,41714884997.3514,(0.02703189850556509+0j),0.0381110924557188,3,20260227.0,23.7,10.2761,12.0113,2.4332,1.2478,1.2996,5.393,4.9578,22977150.0,22977150.0,65.0,45.0,55.0,B,30
002303.SZ,2303,美盈森,深圳,造纸,主板,SZSE,20091103,S,20241231,0.1839,0.1839,2.6168,2.6168,297963634.96,2.9342,0.8119,0.2259,0.4745,5.882,5.63,6.2238,5.882,7.1077,,0.5386,1.1278,36.1864,1.4746,1.3077,1.2545,342318359.44,248214749.0751,140492466.3551,(0.1981640913061744+0j),0.0680192810075968,3,20260227.0,4.08,22.1865,19.3429,1.4128,1.5591,1.5374,4.8284,4.8284,624780.0635,394510.2989,70.0,40.0,55.0,B,31
603049.SH,603049,中策橡胶,浙江,汽车配件,主板,SSE,20250605,N,20241231,4.81,4.81,49.8767,49.8767,3322191612.31,22.2055,7.6407,0.5,12.8705,23.9249,24.01,20.9874,23.9249,9.6476,,0.9344,1.9511,61.0094,0.9634,0.5638,0.5345,3255418769.57,2377947027.9604,3504416927.3804,,-0.8944826635156722,3,20260227.0,54.96,12.6907,11.7622,1.9907,1.2244,1.1012,2.3654,2.3654,4806172.8466,480617.2858,65.0,45.0,55.0,B,32
600285.SH,600285,羚锐制药,河南,中成药,主板,SSE,20001018,H,20241231,1.287,1.281,6.173,6.173,642150571.99,5.4178,0.6006,0.5031,3.3418,24.6454,24.8,21.9031,24.6454,20.6404,,0.7153,1.3846,38.601,1.3114,1.0794,0.9104,726461719.13,569314151.4466,506902715.1366,(0.1277141173341685+0j),0.0282118856487596,3,20260227.0,21.59,16.9456,15.3125,3.7694,3.4975,3.2365,4.1686,4.1686,1224402.3343,1221703.5843,45.0,63.0,54.0,C+,33
603369.SH,603369,今世缘,江苏,白酒,主板,SSE,20140703,H,20241231,2.7365,2.7365,9.2034,9.2024,3380091543.47,12.3186,0.5821,0.5,10.5779,23.743,23.74,23.5215,23.743,29.5548,,0.5036,0.8603,36.1997,1.6633,0.9983,0.9932,4446001975.2,1196208420.8627,1517976658.9327,(0.04304448428972196+0j),0.0692242468137394,3,20260227.0,31.25,11.4195,13.5513,2.3602,3.375,3.7162,3.84,3.84,3896250.1156,3896250.1156,50.0,57.0,53.5,C+,34
000828.SZ,828,东莞控股,广东,路桥,主板,SZSE,19970617,S,20241231,0.9087,0.9087,1.6276,1.6276,826577012.62,9.4627,1.0932,1.2594,6.0469,9.2044,9.85,7.965,9.2044,,,0.0724,0.2894,42.6562,2.3768,2.3768,1.9752,772178151.96,-3816885924.0057,-5412029060.2157,0.24093049365644426,-0.3992746760662511,3,20260227.0,11.02,11.9928,10.764,1.1262,6.7706,7.3331,4.3103,4.3103,1145547.7252,1145546.2375,65.0,40.0,52.5,C+,35
600908.SH,600908,无锡银行,江苏,银行,主板,SSE,20160923,H,20241231,0.98,0.98,2.1533,2.1533,2194819000.0,9.6777,1.5577,3.0414,2.1069,10.169,10.62,9.9102,10.169,47.6792,,0.0192,,90.9011,,,,1353187000.0,,,,0.0103761680424681,3,20260227.0,5.87,5.7203,5.5557,0.5829,2.7261,2.6475,5.6218,5.6218,1288278.155,1173596.5344,90.0,15.0,52.5,C+,36
600926.SH,600926,杭州银行,浙江,银行,主板,SSE,20161027,H,20241231,2.74,2.34,6.3448,6.3448,16761640000.0,18.0309,2.747,1.6815,7.3183,13.7321,16.0,13.5535,13.7321,44.2471,,0.0194,,93.5594,,,,9061687000.0,,,(0.05855361829516159+0j),0.0242632796215958,4,20260227.0,16.25,6.9363,6.19,0.8844,3.0691,3.0361,4.0615,4.0615,11779629.1405,11779629.1405,80.0,25.0,52.5,C+,37
002839.SZ,2839,张家港行,江苏,银行,主板,SZSE,20170124,S,20241231,0.81,0.81,1.9274,1.9274,1847515183.55,7.251,0.7114,2.2272,1.7383,10.221,11.05,10.052,10.221,39.8033,,0.0221,,90.9118,,,,762013539.93,,,(0.01904933073013626+0j),-0.0403755313253413,3,20260227.0,4.58,5.9594,5.6983,0.6183,2.3762,2.3548,6.5502,6.5502,1119509.9981,1118474.4835,90.0,15.0,52.5,C+,38
601166.SH,601166,兴业银行,福建,银行,主板,SSE,20070205,H,20241231,3.51,3.23,10.2158,10.2158,76772000000.0,36.8776,3.5974,0.5143,25.3116,9.2013,9.89,9.1497,9.2013,36.5134,,0.0205,,91.4958,,,,47269000000.0,,,0j,0.0033053388573796,3,20260227.0,18.31,5.019,5.0019,0.4851,1.8258,1.8214,5.7892,8.8749,38749189.3268,38749189.3268,95.0,10.0,52.5,C+,39
601628.SH,601628,中国人寿,北京,保险,主板,SSE,20070109,H,20241231,3.78,3.78,18.7006,18.7006,107122000000.0,18.0322,1.9161,4.3333,12.8208,22.0533,21.59,22.0919,22.0533,20.6104,,0.0835,,92.3001,,,,-72913000000.0,,,(1.2449944320643649+0j),-0.2057367000495042,3,20260227.0,44.48,11.7568,7.386,2.0307,2.3785,1.9666,1.5468,1.5468,125721407.84,92623061.44,60.0,45.0,52.5,C+,40
603111.SH,603111,康尼机电,江苏,运输设备,主板,SSE,20140801,H,20241231,0.39,,4.3745,4.3745,381450215.16,4.3185,2.3968,0.1567,1.5133,8.9991,8.87,9.7845,8.9991,9.1557,,0.5999,0.6674,41.2824,2.392,2.1211,1.684,367709961.93,396140327.9006,411590327.9006,(0.05559732582349519+0j),0.0709194011637384,3,20260227.0,7.22,17.7404,17.1163,1.5693,1.5686,1.4228,3.4121,3.4121,622386.1452,615778.3463,60.0,45.0,52.5,C+,41
601998.SH,601998,中信银行,北京,银行,主板,SSE,20070427,H,20241231,1.22,1.2,3.9275,3.9275,68062000000.0,12.58,1.6414,1.2432,6.3214,9.1041,9.79,9.0359,9.1041,32.5155,,0.023,,91.5306,,,,45499000000.0,,,(-0.019882700254789665+0j),-0.0335365707271869,3,20260227.0,7.2,5.8424,5.6734,0.5535,1.8753,1.8856,5.0028,5.0028,40064516.8301,29349359.4866,95.0,10.0,52.5,C+,42
600919.SH,600919,江苏银行,江苏,银行,主板,SSE,20160802,H,20241231,1.65,1.65,4.4038,4.4038,31464081000.0,12.7301,2.6104,1.9911,3.6363,11.4957,13.59,11.3589,11.4957,41.213,,0.022,,92.0634,,,,21004765000.0,,,(-0.011905186256528588+0j),0.0429706458031855,3,20260227.0,10.35,5.9647,5.5552,0.7627,2.3503,2.2164,5.0301,5.2686,18993620.8192,18993620.8192,90.0,15.0,52.5,C+,43
600015.SH,600015,华夏银行,北京,银行,主板,SSE,20030912,H,20241231,1.62,1.62,6.1041,6.1041,27678000000.0,18.9748,3.8159,1.6682,9.0423,8.1333,8.84,8.1339,8.1333,29.0244,,0.0225,,91.6444,,,,9068000000.0,,,(0.046228748694373545+0j),0.020911364586952,3,20260227.0,6.69,3.847,3.9144,0.3468,1.096,1.1584,6.0538,6.0538,10647087.1451,10294052.8446,95.0,10.0,52.5,C+,44
603515.SH,603515,欧普照明,上海,家用电器,主板,SSE,20160819,H,20241231,1.23,1.23,9.5224,9.5224,746427771.61,9.0228,0.8667,0.5372,6.8476,13.5044,13.51,11.1633,13.5044,12.7496,,0.7258,1.0018,30.5162,2.4892,2.3025,2.2683,817656942.67,1448348213.1496,1376141018.1296,(-0.008032258589020458+0j),-0.04509868382245,3,20260227.0,18.7,15.3914,16.1905,2.0888,1.9585,2.0037,4.7952,4.7952,1389798.8646,1376851.1342,55.0,50.0,52.5,C+,45
600750.SH,600750,华润江中,江西,中成药,主板,SSE,19960923,H,20241231,1.25,1.25,7.0514,7.0514,749175142.75,6.141,0.6089,0.5799,3.9613,20.4876,19.58,19.4734,20.4876,19.4007,,0.702,1.816,31.2894,1.4045,1.1442,0.9168,972536842.87,383809894.8302,383809894.8302,(0.05644281841064558+0j),0.005490618636196,3,20260227.0,24.86,20.0476,17.4385,4.5315,3.5625,3.7448,4.8223,4.8223,1580134.6365,1562911.8174,45.0,58.0,51.5,C+,46
689009.SH,689009,九号公司-WD,北京,摩托车,科创板,SSE,20201029,N,20241231,15.32,13.66,197.9557,197.9557,1062242717.43,85.8472,105.5852,,-13.0246,18.6709,19.1,18.294,18.6709,7.645,,1.0703,1.412,60.2344,1.3586,1.1571,1.0886,1243610702.93,3503475568.9434,3503475568.9434,(0.35290298081856775+0j),0.181619343322412,3,20260227.0,50.9,33.8718,19.3102,5.3433,2.5868,1.6938,2.9982,2.9982,3672133.9774,2828297.5505,40.0,63.0,51.5,C+,47
688036.SH,688036,传音控股,深圳,通信设备,科创板,SSE,20190930,H,20241231,4.9,4.85,60.258,60.258,4541179541.54,17.7405,6.1174,0.5,10.0138,28.9872,28.35,23.7227,28.9872,8.1457,,1.5072,1.7409,54.8503,1.618,1.2568,1.2262,5157274490.43,4095305759.3099,4780190698.6199,(-0.15607506120177883+0j),-0.1167150241700983,3,20260227.0,57.81,11.9933,25.7531,3.2544,0.9685,1.0141,3.9411,3.9411,6654997.8546,6654997.8546,45.0,57.0,51.0,C+,48
603309.SH,603309,维力医疗,广东,医疗保健,主板,SSE,20150302,N,20241231,0.75,0.75,5.1536,5.1536,210024675.08,6.4363,2.2017,0.4493,2.829,11.8524,11.84,11.3463,11.8524,15.1372,,0.5543,1.7721,33.0064,1.6662,1.3491,1.3164,245147187.03,13876146.5224,112808435.8224,(0.06600358177805221+0j),0.0434099846840299,3,20260227.0,15.11,20.1017,18.0516,2.3497,2.9219,2.689,3.3204,4.644,441017.7126,441017.7126,55.0,47.0,51.0,C+,49
600833.SH,600833,第一医药,上海,医药商业,主板,SSE,19940224,N,20241231,0.73,0.73,8.5848,8.5848,6874046.12,5.0905,0.2938,0.438,2.6101,15.2604,15.06,0.6433,15.2604,8.5432,,0.9966,1.7067,42.2038,1.7388,1.2199,1.0361,25080972.25,15822128.3053,15398078.3153,(0.3509256086106296+0j),0.0259443874770251,3,20260227.0,13.22,18.0865,42.7382,2.5408,1.5399,1.4142,1.6641,1.6641,294920.1507,294920.1507,35.0,67.0,51.0,C+,50
002457.SZ,2457,青龙管业,宁夏,塑料,主板,SZSE,20100803,N,20241231,0.81,0.81,8.4514,8.4481,246104997.18,7.4007,2.5118,0.5412,3.4004,11.293,11.33,10.3811,11.293,10.2332,,0.6374,0.8946,40.52,1.8456,1.4692,1.3192,292607215.6,35819730.9087,127280565.6787,(2.401680257083045+0j),0.1718672549512692,3,20260227.0,14.72,18.3357,23.8748,1.9904,1.7424,1.848,1.0767,1.0767,490892.5696,490649.4673,45.0,57.0,51.0,C+,51
002555.SZ,2555,三七互娱,安徽,互联网,主板,SZSE,20110302,S,20241231,1.21,1.21,7.8639,7.8639,2591270839.95,5.8258,1.2077,0.3007,3.5522,20.8604,20.58,20.2224,20.8604,15.2761,,0.9009,1.6256,33.53,1.6001,1.6001,1.3258,2921981572.97,1690604044.3436,2286224044.3436,(0.002770097253592896+0j),0.0176992826398321,4,20260227.0,24.5,20.2766,17.3703,4.1704,3.1076,3.2725,4.0585,4.0585,5419982.3185,3917469.8679,45.0,57.0,51.0,C+,52
002615.SZ,2615,哈尔斯,浙江,家居用品,主板,SZSE,20110909,N,20241231,0.63,0.63,7.1447,7.1447,280464727.61,3.6901,0.6231,0.3901,1.7984,17.9736,18.1,17.5922,17.9736,8.6201,,1.0808,1.8591,49.2176,1.5195,1.0658,1.0041,317106172.08,48541013.3642,47571400.5742,(0.08012344973464325+0j),0.1766809750851092,3,20260227.0,8.94,14.5472,25.7731,2.4501,1.2512,1.2256,2.7806,2.7806,416843.3524,273602.0942,45.0,57.0,51.0,C+,53
600016.SH,600016,民生银行,北京,银行,主板,SSE,20001219,H,20241231,0.64,0.64,3.1129,3.1129,32279000000.0,12.5132,1.3267,1.4135,6.3412,5.0962,5.18,5.0935,5.0962,24.0091,,0.0176,,91.5986,,,,17352000000.0,,,(-0.057190958417936644+0j),-0.0162056832567525,3,20260227.0,3.88,5.26,5.5969,0.3023,1.2464,1.1868,5.1031,5.1031,16987578.3788,13759303.8066,95.0,5.0,50.0,C+,54
